minecraft:acacia_button                           | [block] "Acacia Button"
minecraft:splash_potion                           | [item] "Splash Potion of Fire Resistance"
minecraft:splash_potion                           | [item] "Splash Potion of Harming"
minecraft:splash_potion                           | [item] "Splash Potion of Healing"
minecraft:splash_potion                           | [item] "Splash Potion of Infestation"
minecraft:splash_potion                           | [item] "Splash Potion of Invisibility"
minecraft:splash_potion                           | [item] "Splash Potion of Leaping"
minecraft:splash_potion                           | [item] "Splash Potion of Levitation"
minecraft:splash_potion                           | [item] "Splash Potion of Luck"
minecraft:splash_potion                           | [item] "Mundane Splash Potion"
minecraft:splash_potion                           | [item] "Splash Potion of Night Vision"
minecraft:splash_potion                           | [item] "Splash Potion of Oozing"
minecraft:splash_potion                           | [item] "Splash Potion of Poison"
minecraft:splash_potion                           | [item] "Splash Potion of Regeneration"
minecraft:splash_potion                           | [item] "Splash Potion of Slow Falling"
minecraft:splash_potion                           | [item] "Splash Potion of Slowness"
minecraft:splash_potion                           | [item] "Splash Potion of Strength"
minecraft:splash_potion                           | [item] "Splash Potion of Swiftness"
minecraft:splash_potion                           | [item] "Thick Splash Potion"
minecraft:splash_potion                           | [item] "Splash Potion of the Turtle Master"
minecraft:splash_potion                           | [item] "Splash Water Bottle"
minecraft:splash_potion                           | [item] "Splash Potion of Water Breathing"
minecraft:splash_potion                           | [item] "Splash Potion of Weakness"
minecraft:splash_potion                           | [item] "Splash Potion of Weaving"
minecraft:splash_potion                           | [item] "Splash Potion of Wind Charging"
minecraft:spruce_boat                             | [item] "Spruce Boat"
minecraft:spruce_chest_boat                       | [item] "Spruce Boat with Chest"
minecraft:spyglass                                | [item] "Spyglass"
minecraft:squid_spawn_egg                         | [item] "Squid Spawn Egg"
minecraft:stick                                   | [item] "Stick"
minecraft:stone_axe                               | [item] "Stone Axe"
minecraft:stone_hoe                               | [item] "Stone Hoe"
minecraft:stone_pickaxe                           | [item] "Stone Pickaxe"
minecraft:stone_shovel                            | [item] "Stone Shovel"
minecraft:stone_sword                             | [item] "Stone Sword"
minecraft:stray_spawn_egg                         | [item] "Stray Spawn Egg"
minecraft:strider_spawn_egg                       | [item] "Strider Spawn Egg"
minecraft:string                                  | [item] "String"
minecraft:sugar                                   | [item] "Sugar"
minecraft:suspicious_stew                         | [item] "Suspicious Stew"
minecraft:sweet_berries                           | [item] "Sweet Berries"
minecraft:tadpole_bucket                          | [item] "Bucket of Tadpole"
minecraft:tadpole_spawn_egg                       | [item] "Tadpole Spawn Egg"
minecraft:tide_armor_trim_smithing_template       | [item] "Smithing Template"
minecraft:tide_armor_trim_smithing_template       | [item] "Tide Armor Trim"
minecraft:tipped_arrow                            | [item] "Tipped Arrow"
minecraft:tipped_arrow                            | [item] "Tipped Arrow"
minecraft:tipped_arrow                            | [item] "Uncraftable Tipped Arrow"
minecraft:tipped_arrow                            | [item] "Arrow of Fire Resistance"
minecraft:tipped_arrow                            | [item] "Arrow of Harming"
minecraft:tipped_arrow                            | [item] "Arrow of Healing"
minecraft:tipped_arrow                            | [item] "Arrow of Infestation"
minecraft:tipped_arrow                            | [item] "Arrow of Invisibility"
minecraft:tipped_arrow                            | [item] "Arrow of Leaping"
minecraft:tipped_arrow                            | [item] "Arrow of Levitation"
minecraft:tipped_arrow                            | [item] "Arrow of Luck"
minecraft:tipped_arrow                            | [item] "Tipped Arrow"
minecraft:tipped_arrow                            | [item] "Arrow of Night Vision"
minecraft:tipped_arrow                            | [item] "Arrow of Oozing"
minecraft:tipped_arrow                            | [item] "Arrow of Poison"
minecraft:tipped_arrow                            | [item] "Arrow of Regeneration"
minecraft:tipped_arrow                            | [item] "Arrow of Slow Falling"
minecraft:tipped_arrow                            | [item] "Arrow of Slowness"
minecraft:tipped_arrow                            | [item] "Arrow of Strength"
minecraft:tipped_arrow                            | [item] "Arrow of Swiftness"
minecraft:tipped_arrow                            | [item] "Tipped Arrow"
minecraft:tipped_arrow                            | [item] "Arrow of the Turtle Master"
minecraft:tipped_arrow                            | [item] "Arrow of Splashing"
minecraft:tipped_arrow                            | [item] "Arrow of Water Breathing"
minecraft:tipped_arrow                            | [item] "Arrow of Weakness"
minecraft:tipped_arrow                            | [item] "Arrow of Weaving"
minecraft:tipped_arrow                            | [item] "Arrow of Wind Charging"
minecraft:tnt_minecart                            | [item] "Minecart with TNT"
minecraft:torchflower_seeds                       | [item] "Torchflower Seeds"
minecraft:totem_of_undying                        | [item] "Totem of Undying"
minecraft:trader_llama_spawn_egg                  | [item] "Trader Llama Spawn Egg"
minecraft:trial_key                               | [item] "Trial Key"
minecraft:trident                                 | [item] "Trident"
minecraft:tropical_fish                           | [item] "Tropical Fish"
minecraft:tropical_fish_bucket                    | [item] "Bucket of Tropical Fish"
minecraft:tropical_fish_spawn_egg                 | [item] "Tropical Fish Spawn Egg"
minecraft:turtle_helmet                           | [item] "Turtle Shell"
minecraft:turtle_scute                            | [item] "Turtle Scute"
minecraft:turtle_spawn_egg                        | [item] "Turtle Spawn Egg"
minecraft:vex_armor_trim_smithing_template        | [item] "Smithing Template"
minecraft:vex_armor_trim_smithing_template        | [item] "Vex Armor Trim"
minecraft:vex_spawn_egg                           | [item] "Vex Spawn Egg"
minecraft:villager_spawn_egg                      | [item] "Villager Spawn Egg"
minecraft:vindicator_spawn_egg                    | [item] "Vindicator Spawn Egg"
minecraft:wandering_trader_spawn_egg              | [item] "Wandering Trader Spawn Egg"
minecraft:ward_armor_trim_smithing_template       | [item] "Smithing Template"
minecraft:ward_armor_trim_smithing_template       | [item] "Ward Armor Trim"
minecraft:warden_spawn_egg                        | [item] "Warden Spawn Egg"
minecraft:warped_fungus_on_a_stick                | [item] "Warped Fungus on a Stick"
minecraft:water_bucket                            | [item] "Water Bucket"
minecraft:wayfinder_armor_trim_smithing_template  | [item] "Smithing Template"
minecraft:wayfinder_armor_trim_smithing_template  | [item] "Wayfinder Armor Trim"
minecraft:wheat                                   | [item] "Wheat"
minecraft:wheat_seeds                             | [item] "Wheat Seeds"
minecraft:white_bundle                            | [item] "White Bundle"
